제조사,모델명,모델번호,통신사,요금제,월요금제,기기변경지원금,번호이동지원금,공시일,섹션
애플,[5G] 아이폰 15 (256G),IP15_256GB,KT,5G 슬림 7GB,45000,263000,263000,2025-05-03,B01
애플,[5G] 아이폰 15 (256G),IP15_256GB,LG,5G 슬림+,47000,259000,259000,2023-10-13,B01
애플,[5G] 아이폰 15 (256G),IP15_256GB,SK,베이직플러스,59000,326000,326000,2023-10-13,C01
애플,[5G] 아이폰 15 (256G),IP15_256GB,KT,5G 슬림 21GB,58000,357000,357000,2025-05-03,C01
애플,[5G] 아이폰 15 (256G),IP15_256GB,LG,5G 베이직+,59000,319000,319000,2024-03-28,C01
애플,[5G] 아이폰 15 (256G),IP15_256GB,SK,베이직플러스 50GB업,66000,336000,336000,2023-10-13,D01
애플,[5G] 아이폰 15 (256G),IP15_256GB,KT,5G 심플 70GB,65000,411000,411000,2025-05-03,D01
애플,[5G] 아이폰 15 (256G),IP15_256GB,LG,5G 데이터 플러스,66000,355000,355000,2023-10-13,D01
애플,[5G] 아이폰 15 (256G),IP15_256GB,SK,5GX 레귤러 플러스,79000,372000,372000,2023-10-13,E01
애플,[5G] 아이폰 15 (256G),IP15_256GB,KT,5G 심플 110GB,69000,445000,445000,2025-05-03,E01
애플,[5G] 아이폰 15 (256G),IP15_256GB,LG,5G 스탠다드,75000,400000,400000,2023-10-13,E01
애플,[5G] 아이폰 15 (256G),IP15_256GB,SK,5GX 프리미엄,109000,420000,420000,2023-10-13,F01
애플,[5G] 아이폰 15 (256G),IP15_256GB,KT,초이스 스페셜,110000,600000,600000,2025-05-03,F01
애플,[5G] 아이폰 15 (256G),IP15_256GB,LG,5G 프리미어 플러스,105000,450000,450000,2023-10-13,F01
애플,[5G] 아이폰 15 (256G),IP15_256GB,SK,5GX 플래티넘,125000,420000,420000,2023-10-13,G01
애플,[5G] 아이폰 15 (256G),IP15_256GB,KT,초이스 프리미엄,130000,600000,600000,2025-05-03,G01
애플,[5G] 아이폰 15 (256G),IP15_256GB,LG,5G 시그니처,130000,450000,450000,2023-10-13,G01
애플,[5G] 아이폰 15 (512G),IP15_512GB,SK,컴팩트,39000,274000,274000,2023-10-13,A01
애플,[5G] 아이폰 15 (512G),IP15_512GB,KT,5G 슬림 4GB,37000,196000,196000,2025-05-03,A01
애플,[5G] 아이폰 15 (512G),IP15_512GB,LG,5G 미니,37000,208000,208000,2024-03-28,A01
애플,[5G] 아이폰 15 (512G),IP15_512GB,SK,컴팩트플러스,45000,292000,292000,2023-10-13,B01
애플,[5G] 아이폰 15 (512G),IP15_512GB,KT,5G 슬림 7GB,45000,263000,263000,2025-05-03,B01
애플,[5G] 아이폰 15 (512G),IP15_512GB,LG,5G 슬림+,47000,259000,259000,2023-10-13,B01
애플,[5G] 아이폰 15 (512G),IP15_512GB,SK,베이직플러스,59000,326000,326000,2023-10-13,C01
애플,[5G] 아이폰 15 (512G),IP15_512GB,KT,5G 슬림 21GB,58000,357000,357000,2025-05-03,C01
애플,[5G] 아이폰 15 (512G),IP15_512GB,LG,5G 베이직+,59000,319000,319000,2024-03-28,C01
애플,[5G] 아이폰 15 (512G),IP15_512GB,SK,베이직플러스 50GB업,66000,336000,336000,2023-10-13,D01
애플,[5G] 아이폰 15 (512G),IP15_512GB,KT,5G 심플 70GB,65000,411000,411000,2025-05-03,D01
애플,[5G] 아이폰 15 (512G),IP15_512GB,LG,5G 데이터 플러스,66000,355000,355000,2023-10-13,D01
애플,[5G] 아이폰 15 (512G),IP15_512GB,SK,5GX 레귤러 플러스,79000,372000,372000,2023-10-13,E01
애플,[5G] 아이폰 15 (512G),IP15_512GB,KT,5G 심플 110GB,69000,445000,445000,2025-05-03,E01
애플,[5G] 아이폰 15 (512G),IP15_512GB,LG,5G 스탠다드,75000,400000,400000,2023-10-13,E01
애플,[5G] 아이폰 15 (512G),IP15_512GB,SK,5GX 프리미엄,109000,420000,420000,2023-10-13,F01
애플,[5G] 아이폰 15 (512G),IP15_512GB,KT,초이스 스페셜,110000,600000,600000,2025-05-03,F01
애플,[5G] 아이폰 15 (512G),IP15_512GB,LG,5G 프리미어 플러스,105000,450000,450000,2023-10-13,F01
애플,[5G] 아이폰 15 (512G),IP15_512GB,SK,5GX 플래티넘,125000,420000,420000,2023-10-13,G01
애플,[5G] 아이폰 15 (512G),IP15_512GB,KT,초이스 프리미엄,130000,600000,600000,2025-05-03,G01
애플,[5G] 아이폰 15 (512G),IP15_512GB,LG,5G 시그니처,130000,450000,450000,2023-10-13,G01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,SK,컴팩트,39000,45000,45000,2023-10-13,A01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,KT,5G 슬림 4GB,37000,196000,196000,2025-05-03,A01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,LG,5G 미니,37000,208000,208000,2024-03-28,A01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,SK,컴팩트플러스,45000,53000,53000,2023-10-13,B01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,KT,5G 슬림 7GB,45000,263000,263000,2025-05-03,B01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,LG,5G 슬림+,47000,259000,259000,2024-02-02,B01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,SK,베이직플러스,59000,69000,69000,2023-10-13,C01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,KT,5G 슬림 21GB,58000,357000,357000,2025-05-03,C01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,LG,5G 베이직+,59000,319000,319000,2024-03-28,C01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,SK,베이직플러스 50GB업,66000,74000,74000,2023-10-13,D01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,KT,5G 심플 70GB,65000,411000,411000,2025-05-03,D01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,LG,5G 데이터 플러스,66000,355000,355000,2024-02-02,D01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,SK,5GX 레귤러 플러스,79000,91000,91000,2023-10-13,E01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,KT,5G 심플 110GB,69000,445000,445000,2025-05-03,E01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,LG,5G 스탠다드,75000,400000,400000,2024-02-02,E01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,SK,5GX 프리미엄,109000,128000,128000,2023-10-13,F01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,KT,초이스 스페셜,110000,600000,600000,2025-05-03,F01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,LG,5G 프리미어 플러스,105000,450000,450000,2024-02-02,F01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,SK,5GX 플래티넘,125000,138000,138000,2023-10-13,G01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,KT,초이스 프리미엄,130000,600000,600000,2025-05-03,G01
애플,[5G] 아이폰 15 Plus (128G),IP15PL_128GB,LG,5G 시그니처,130000,450000,450000,2024-02-02,G01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,SK,컴팩트,39000,45000,45000,2023-10-13,A01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,KT,5G 슬림 4GB,37000,196000,196000,2025-05-03,A01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,LG,5G 미니,37000,208000,208000,2024-03-28,A01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,SK,컴팩트플러스,45000,53000,53000,2023-10-13,B01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,KT,5G 슬림 7GB,45000,263000,263000,2025-05-03,B01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,LG,5G 슬림+,47000,259000,259000,2024-02-02,B01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,SK,베이직플러스,59000,69000,69000,2023-10-13,C01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,KT,5G 슬림 21GB,58000,357000,357000,2025-05-03,C01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,LG,5G 베이직+,59000,319000,319000,2024-03-28,C01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,SK,베이직플러스 50GB업,66000,74000,74000,2023-10-13,D01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,KT,5G 심플 70GB,65000,411000,411000,2025-05-03,D01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,LG,5G 데이터 플러스,66000,355000,355000,2024-02-02,D01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,SK,5GX 레귤러 플러스,79000,91000,91000,2023-10-13,E01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,KT,5G 심플 110GB,69000,445000,445000,2025-05-03,E01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,LG,5G 스탠다드,75000,400000,400000,2024-02-02,E01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,SK,5GX 프리미엄,109000,128000,128000,2023-10-13,F01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,KT,초이스 스페셜,110000,600000,600000,2025-05-03,F01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,LG,5G 프리미어 플러스,105000,450000,450000,2024-02-02,F01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,SK,5GX 플래티넘,125000,138000,138000,2023-10-13,G01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,KT,초이스 프리미엄,130000,600000,600000,2025-05-03,G01
애플,[5G] 아이폰 15 Plus (256G),IP15PL_256GB,LG,5G 시그니처,130000,450000,450000,2024-02-02,G01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,SK,컴팩트,39000,45000,45000,2023-10-13,A01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,KT,5G 슬림 4GB,37000,196000,196000,2025-05-03,A01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,LG,5G 미니,37000,208000,208000,2024-03-28,A01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,SK,컴팩트플러스,45000,53000,53000,2023-10-13,B01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,KT,5G 슬림 7GB,45000,263000,263000,2025-05-03,B01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,LG,5G 슬림+,47000,259000,259000,2024-02-02,B01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,SK,베이직플러스,59000,69000,69000,2023-10-13,C01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,KT,5G 슬림 21GB,58000,357000,357000,2025-05-03,C01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,LG,5G 베이직+,59000,319000,319000,2024-03-28,C01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,SK,베이직플러스 50GB업,66000,74000,74000,2023-10-13,D01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,KT,5G 심플 70GB,65000,411000,411000,2025-05-03,D01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,LG,5G 데이터 플러스,66000,355000,355000,2024-02-02,D01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,SK,5GX 레귤러 플러스,79000,91000,91000,2023-10-13,E01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,KT,5G 심플 110GB,69000,445000,445000,2025-05-03,E01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,LG,5G 스탠다드,75000,400000,400000,2024-02-02,E01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,SK,5GX 프리미엄,109000,128000,128000,2023-10-13,F01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,KT,초이스 스페셜,110000,600000,600000,2025-05-03,F01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,LG,5G 프리미어 플러스,105000,450000,450000,2024-02-02,F01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,SK,5GX 플래티넘,125000,138000,138000,2023-10-13,G01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,KT,초이스 프리미엄,130000,600000,600000,2025-05-03,G01
애플,[5G] 아이폰 15 Plus (512G),IP15PL_512GB,LG,5G 시그니처,130000,450000,450000,2024-02-02,G01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,SK,컴팩트,39000,260000,260000,2024-01-05,A01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,KT,5G 슬림 4GB,37000,196000,196000,2025-05-03,A01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,LG,5G 미니,37000,252000,252000,2024-03-28,A01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,SK,컴팩트플러스,45000,280000,280000,2024-01-05,B01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,KT,5G 슬림 7GB,45000,263000,263000,2025-05-03,B01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,LG,5G 슬림+,47000,259000,259000,2024-01-09,B01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,SK,베이직플러스,59000,317000,317000,2024-01-05,C01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,KT,5G 슬림 21GB,58000,357000,357000,2025-05-03,C01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,LG,5G 베이직+,59000,389000,419000,2024-03-28,C01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,SK,베이직플러스 50GB업,66000,334000,334000,2024-01-05,D01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,KT,5G 심플 70GB,65000,411000,411000,2025-05-03,D01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,LG,5G 데이터 플러스,66000,355000,385000,2024-01-09,D01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,SK,5GX 레귤러 플러스,79000,399000,399000,2024-01-05,E01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,KT,5G 심플 110GB,69000,445000,445000,2025-05-03,E01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,LG,5G 스탠다드,75000,400000,450000,2024-01-09,E01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,SK,5GX 프리미엄,109000,470000,470000,2024-01-05,F01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,KT,초이스 스페셜,110000,600000,600000,2025-05-03,F01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,LG,5G 프리미어 플러스,105000,450000,550000,2024-01-09,F01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,SK,5GX 플래티넘,125000,470000,470000,2024-01-05,G01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,KT,초이스 프리미엄,130000,600000,600000,2025-05-03,G01
애플,[5G] 아이폰 15 Pro (128G),IP15P_128GB,LG,5G 시그니처,130000,450000,550000,2024-01-09,G01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,SK,컴팩트,39000,260000,260000,2024-01-05,A01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,KT,5G 슬림 4GB,37000,196000,196000,2025-05-03,A01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,LG,5G 미니,37000,252000,252000,2024-03-28,A01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,SK,컴팩트플러스,45000,280000,280000,2024-01-05,B01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,KT,5G 슬림 7GB,45000,263000,263000,2025-05-03,B01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,LG,5G 슬림+,47000,259000,259000,2024-01-09,B01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,SK,베이직플러스,59000,317000,317000,2024-01-05,C01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,KT,5G 슬림 21GB,58000,357000,357000,2025-05-03,C01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,LG,5G 베이직+,59000,389000,419000,2024-03-28,C01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,SK,베이직플러스 50GB업,66000,334000,334000,2024-01-05,D01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,KT,5G 심플 70GB,65000,411000,411000,2025-05-03,D01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,LG,5G 데이터 플러스,66000,355000,385000,2024-01-09,D01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,SK,5GX 레귤러 플러스,79000,399000,399000,2024-01-05,E01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,KT,5G 심플 110GB,69000,445000,445000,2025-05-03,E01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,LG,5G 스탠다드,75000,400000,450000,2024-01-09,E01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,SK,5GX 프리미엄,109000,470000,470000,2024-01-05,F01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,KT,초이스 스페셜,110000,600000,600000,2025-05-03,F01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,LG,5G 프리미어 플러스,105000,450000,550000,2024-01-09,F01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,SK,5GX 플래티넘,125000,470000,470000,2024-01-05,G01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,KT,초이스 프리미엄,130000,600000,600000,2025-05-03,G01
애플,[5G] 아이폰 15 Pro (1TB),IP15P_1TB,LG,5G 시그니처,130000,450000,550000,2024-01-09,G01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,SK,컴팩트,39000,260000,260000,2024-01-05,A01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,KT,5G 슬림 4GB,37000,196000,196000,2025-05-03,A01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,LG,5G 미니,37000,252000,252000,2024-03-28,A01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,SK,컴팩트플러스,45000,280000,280000,2024-01-05,B01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,KT,5G 슬림 7GB,45000,263000,263000,2025-05-03,B01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,LG,5G 슬림+,47000,259000,259000,2024-01-09,B01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,SK,베이직플러스,59000,317000,317000,2024-01-05,C01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,KT,5G 슬림 21GB,58000,357000,357000,2025-05-03,C01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,LG,5G 베이직+,59000,389000,419000,2024-03-28,C01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,SK,베이직플러스 50GB업,66000,334000,334000,2024-01-05,D01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,KT,5G 심플 70GB,65000,411000,411000,2025-05-03,D01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,LG,5G 데이터 플러스,66000,355000,385000,2024-01-09,D01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,SK,5GX 레귤러 플러스,79000,399000,399000,2024-01-05,E01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,KT,5G 심플 110GB,69000,445000,445000,2025-05-03,E01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,LG,5G 스탠다드,75000,400000,450000,2024-01-09,E01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,SK,5GX 프리미엄,109000,470000,470000,2024-01-05,F01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,KT,초이스 스페셜,110000,600000,600000,2025-05-03,F01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,LG,5G 프리미어 플러스,105000,450000,550000,2024-01-09,F01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,SK,5GX 플래티넘,125000,470000,470000,2024-01-05,G01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,KT,초이스 프리미엄,130000,600000,600000,2025-05-03,G01
애플,[5G] 아이폰 15 Pro (256G),IP15P_256GB,LG,5G 시그니처,130000,450000,550000,2024-01-09,G01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,SK,컴팩트,39000,260000,260000,2024-01-05,A01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,KT,5G 슬림 4GB,37000,196000,196000,2025-05-03,A01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,LG,5G 미니,37000,252000,252000,2024-03-28,A01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,SK,컴팩트플러스,45000,280000,280000,2024-01-05,B01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,KT,5G 슬림 7GB,45000,263000,263000,2025-05-03,B01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,LG,5G 슬림+,47000,259000,259000,2024-01-09,B01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,SK,베이직플러스,59000,317000,317000,2024-01-05,C01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,KT,5G 슬림 21GB,58000,357000,357000,2025-05-03,C01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,LG,5G 베이직+,59000,389000,419000,2024-03-28,C01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,SK,베이직플러스 50GB업,66000,334000,334000,2024-01-05,D01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,KT,5G 심플 70GB,65000,411000,411000,2025-05-03,D01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,LG,5G 데이터 플러스,66000,355000,385000,2024-01-09,D01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,SK,5GX 레귤러 플러스,79000,399000,399000,2024-01-05,E01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,KT,5G 심플 110GB,69000,445000,445000,2025-05-03,E01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,LG,5G 스탠다드,75000,400000,450000,2024-01-09,E01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,SK,5GX 프리미엄,109000,470000,470000,2024-01-05,F01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,KT,초이스 스페셜,110000,600000,600000,2025-05-03,F01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,LG,5G 프리미어 플러스,105000,450000,550000,2024-01-09,F01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,SK,5GX 플래티넘,125000,470000,470000,2024-01-05,G01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,KT,초이스 프리미엄,130000,600000,600000,2025-05-03,G01
애플,[5G] 아이폰 15 Pro (512G),IP15P_512GB,LG,5G 시그니처,130000,450000,550000,2024-01-09,G01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,SK,컴팩트,39000,260000,260000,2024-01-05,A01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,KT,5G 슬림 4GB,37000,196000,196000,2025-05-03,A01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,LG,5G 미니,37000,208000,208000,2024-03-28,A01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,SK,컴팩트플러스,45000,280000,280000,2024-01-05,B01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,KT,5G 슬림 7GB,45000,263000,263000,2025-05-03,B01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,LG,5G 슬림+,47000,259000,259000,2024-01-09,B01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,SK,베이직플러스,59000,317000,317000,2024-01-05,C01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,KT,5G 슬림 21GB,58000,357000,357000,2025-05-03,C01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,LG,5G 베이직+,59000,319000,319000,2024-03-28,C01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,SK,베이직플러스 50GB업,66000,334000,334000,2024-01-05,D01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,KT,5G 심플 70GB,65000,411000,411000,2025-05-03,D01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,LG,5G 데이터 플러스,66000,355000,355000,2024-01-09,D01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,SK,5GX 레귤러 플러스,79000,399000,399000,2024-01-05,E01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,KT,5G 심플 110GB,69000,445000,445000,2025-05-03,E01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,LG,5G 스탠다드,75000,400000,400000,2024-01-09,E01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,SK,5GX 프리미엄,109000,470000,470000,2024-01-05,F01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,KT,초이스 스페셜,110000,600000,600000,2025-05-03,F01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,LG,5G 프리미어 플러스,105000,450000,450000,2024-01-09,F01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,SK,5GX 플래티넘,125000,470000,470000,2024-01-05,G01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,KT,초이스 프리미엄,130000,600000,600000,2025-05-03,G01
애플,[5G] 아이폰 15 Pro Max (1TB),IP15PM_1TB,LG,5G 시그니처,130000,450000,450000,2024-01-09,G01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,SK,컴팩트,39000,260000,260000,2024-01-05,A01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,KT,5G 슬림 4GB,37000,196000,196000,2025-05-03,A01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,LG,5G 미니,37000,208000,208000,2024-03-28,A01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,SK,컴팩트플러스,45000,280000,280000,2024-01-05,B01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,KT,5G 슬림 7GB,45000,263000,263000,2025-05-03,B01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,LG,5G 슬림+,47000,259000,259000,2024-01-09,B01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,SK,베이직플러스,59000,317000,317000,2024-01-05,C01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,KT,5G 슬림 21GB,58000,357000,357000,2025-05-03,C01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,LG,5G 베이직+,59000,319000,319000,2024-03-28,C01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,SK,베이직플러스 50GB업,66000,334000,334000,2024-01-05,D01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,KT,5G 심플 70GB,65000,411000,411000,2025-05-03,D01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,LG,5G 데이터 플러스,66000,355000,355000,2024-01-09,D01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,SK,5GX 레귤러 플러스,79000,399000,399000,2024-01-05,E01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,KT,5G 심플 110GB,69000,445000,445000,2025-05-03,E01
애플,[5G] 아이폰 15 Pro Max (256G),IP15PM_256GB,LG,5G 스탠다드,75000,400000,400000,2024-01-09,E01
